"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Shelton School District","900168170","2017-2018","English Language Learner","Suspensions","Percent","3.7"
"Shelton School District","900168170","2018-2019","English Language Learner","Suspensions","Percent","2.8"
"Shelton School District","900168170","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Sherman School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Side By Side Charter School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Side By Side Charter School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Simsbury School District","900368940","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Simsbury School District","900368940","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Simsbury School District","900368940","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Simsbury School District","900368940","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Simsbury School District","900368940","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Simsbury School District","900368940","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Somers School District","901369220","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"South Windsor School District","900371390","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"South Windsor School District","900371390","2019-2020","English Language Learner","Suspensions","Percent","2.4"
"Southington School District","900370550","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Southington School District","900370550","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Southington School District","900370550","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Sprague School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Stafford School District","901372090","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Stamford Academy District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Stamford Academy District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Stamford Academy District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Stamford Academy District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Stamford Academy District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Stamford Charter School for Excellence District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Stamford Charter School for Excellence District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Stamford Charter School for Excellence District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Stamford School District","900173070","2009-2010","English Language Learner","Suspensions","Percent","3.4"
"Stamford School District","900173070","2010-2011","English Language Learner","Suspensions","Percent","3.4"
"Stamford School District","900173070","2011-2012","English Language Learner","Suspensions","Percent","3.5"
"Stamford School District","900173070","2012-2013","English Language Learner","Suspensions","Percent","3.0"
"Stamford School District","900173070","2013-2014","English Language Learner","Suspensions","Percent","3.1"
"Stamford School District","900173070","2014-2015","English Language Learner","Suspensions","Percent","3.2"
"Stamford School District","900173070","2015-2016","English Language Learner","Suspensions","Percent","3.6"
"Stamford School District","900173070","2016-2017","English Language Learner","Suspensions","Percent","4.8"
"Stamford School District","900173070","2017-2018","English Language Learner","Suspensions","Percent","5.5"
"Stamford School District","900173070","2018-2019","English Language Learner","Suspensions","Percent","5.8"
"Stamford School District","900173070","2019-2020","English Language Learner","Suspensions","Percent","4.0"
"Sterling School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Sterling School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Stonington School District","901173770","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Stonington School District","901173770","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Stratford School District","900174190","2009-2010","English Language Learner","Suspensions","Percent","4.8"
"Stratford School District","900174190","2010-2011","English Language Learner","Suspensions","Percent","3.8"
"Stratford School District","900174190","2011-2012","English Language Learner","Suspensions","Percent","2.9"
"Stratford School District","900174190","2012-2013","English Language Learner","Suspensions","Percent","5.9"
"Stratford School District","900174190","2013-2014","English Language Learner","Suspensions","Percent","5.7"
"Stratford School District","900174190","2014-2015","English Language Learner","Suspensions","Percent","4.2"
"Stratford School District","900174190","2015-2016","English Language Learner","Suspensions","Percent","5.0"
"Stratford School District","900174190","2016-2017","English Language Learner","Suspensions","Percent","2.3"
"Stratford School District","900174190","2017-2018","English Language Learner","Suspensions","Percent","3.8"
"Stratford School District","900174190","2018-2019","English Language Learner","Suspensions","Percent","2.8"
"Stratford School District","900174190","2019-2020","English Language Learner","Suspensions","Percent","2.6"
"Suffield School District","900374540","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Suffield School District","900374540","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Suffield School District","900374540","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"The Bridge Academy District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2013-2014","English Language Learner","Suspensions","Percent","40.9"
"The Gilbert School District","","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"The Gilbert School District","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Thomaston School District","900575730","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Thompson School District","901575870","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Thompson School District","901575870","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Tolland School District","901376290","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Tolland School District","901376290","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Tolland School District","901376290","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Torrington School District","900576570","2009-2010","English Language Learner","Suspensions","Percent","7.1"
"Torrington School District","900576570","2010-2011","English Language Learner","Suspensions","Percent","9.3"
"Torrington School District","900576570","2011-2012","English Language Learner","Suspensions","Percent","7.5"
"Torrington School District","900576570","2012-2013","English Language Learner","Suspensions","Percent","8.8"
"Torrington School District","900576570","2013-2014","English Language Learner","Suspensions","Percent","8.0"
"Torrington School District","900576570","2014-2015","English Language Learner","Suspensions","Percent","7.5"
"Torrington School District","900576570","2015-2016","English Language Learner","Suspensions","Percent","6.9"
"Torrington School District","900576570","2016-2017","English Language Learner","Suspensions","Percent","6.3"
"Torrington School District","900576570","2017-2018","English Language Learner","Suspensions","Percent","6.1"
"Torrington School District","900576570","2018-2019","English Language Learner","Suspensions","Percent","5.7"
"Torrington School District","900576570","2019-2020","English Language Learner","Suspensions","Percent","5.0"
"Trailblazers Academy District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Trailblazers Academy District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Trailblazers Academy District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Trailblazers Academy District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Trailblazers Academy District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Trailblazers Academy District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Trailblazers Academy District","","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Trailblazers Academy District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Trumbull School District","900177200","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Trumbull School District","900177200","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Trumbull School District","900177200","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #1","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #1","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #1","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #1","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #2","","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #2","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Unified School District #2","","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Unified School District #2","","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Union School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2018-2019","English Language Learner","Suspensions","Percent","-6666"
"Union School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Vernon School District","901378250","2009-2010","English Language Learner","Suspensions","Percent","14.1"
"Vernon School District","901378250","2010-2011","English Language Learner","Suspensions","Percent","10.3"
"Vernon School District","901378250","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Vernon School District","901378250","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Vernon School District","901378250","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Vernon School District","901378250","2014-2015","English Language Learner","Suspensions","Percent","5.1"
"Vernon School District","901378250","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Vernon School District","901378250","2016-2017","English Language Learner","Suspensions","Percent","8.4"
"Vernon School District","901378250","2017-2018","English Language Learner","Suspensions","Percent","8.2"
"Vernon School District","901378250","2018-2019","English Language Learner","Suspensions","Percent","5.0"
"Vernon School District","901378250","2019-2020","English Language Learner","Suspensions","Percent","7.7"
"Voluntown School District","","2009-2010","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2010-2011","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2011-2012","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2012-2013","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2013-2014","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2014-2015","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2015-2016","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2016-2017","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2017-2018","English Language Learner","Suspensions","Percent","-6666"
"Voluntown School District","","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Voluntown School District","","2019-2020","English Language Learner","Suspensions","Percent","-6666"
"Wallingford School District","900978740","2009-2010","English Language Learner","Suspensions","Percent","4.3"
"Wallingford School District","900978740","2010-2011","English Language Learner","Suspensions","Percent","6.1"
"Wallingford School District","900978740","2011-2012","English Language Learner","Suspensions","Percent","2.8"
"Wallingford School District","900978740","2012-2013","English Language Learner","Suspensions","Percent","4.5"
"Wallingford School District","900978740","2013-2014","English Language Learner","Suspensions","Percent","2.9"
"Wallingford School District","900978740","2014-2015","English Language Learner","Suspensions","Percent","4.7"
"Wallingford School District","900978740","2015-2016","English Language Learner","Suspensions","Percent","2.1"
"Wallingford School District","900978740","2016-2017","English Language Learner","Suspensions","Percent","3.4"
"Wallingford School District","900978740","2017-2018","English Language Learner","Suspensions","Percent","5.4"
"Wallingford School District","900978740","2018-2019","English Language Learner","Suspensions","Percent","5.7"
"Wallingford School District","900978740","2019-2020","English Language Learner","Suspensions","Percent","3.4"
"Waterbury School District","900980070","2009-2010","English Language Learner","Suspensions","Percent","25.6"
"Waterbury School District","900980070","2010-2011","English Language Learner","Suspensions","Percent","22.5"
"Waterbury School District","900980070","2011-2012","English Language Learner","Suspensions","Percent","22.5"
"Waterbury School District","900980070","2012-2013","English Language Learner","Suspensions","Percent","20.3"
"Waterbury School District","900980070","2013-2014","English Language Learner","Suspensions","Percent","21.6"
"Waterbury School District","900980070","2014-2015","English Language Learner","Suspensions","Percent","20.5"
"Waterbury School District","900980070","2015-2016","English Language Learner","Suspensions","Percent","21.2"
"Waterbury School District","900980070","2016-2017","English Language Learner","Suspensions","Percent","17.9"
"Waterbury School District","900980070","2017-2018","English Language Learner","Suspensions","Percent","17.5"
"Waterbury School District","900980070","2018-2019","English Language Learner","Suspensions","Percent","13.0"
"Waterbury School District","900980070","2019-2020","English Language Learner","Suspensions","Percent","9.2"
"Waterford School District","901180280","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2010-2011","English Language Learner","Suspensions","Percent","20.0"
"Waterford School District","901180280","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2016-2017","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2017-2018","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2018-2019","English Language Learner","Suspensions","Percent","-9999"
"Waterford School District","901180280","2019-2020","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2009-2010","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Suspensions","Percent","7.9"
"Watertown School District","900580490","2013-2014","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2015-2016","English Language Learner","Suspensions","Percent","-9999"
"Watertown School District","900580490","2016-2017","English Language Learner","Suspensions","Percent","-9999"
